class	column	line_id	line_idx	edits	subs	gt	model
punct	page-031-L	_8628adff-5935-421c-a35e-14e05f2870fa	36	1	᾽→'	Αγ31. 87b29, 37. τὰ αἰσθητὰ τῶν καθ᾽ ἕκαστα ψβ5. 417	Αγ31. 87b29, 37. τὰ αἰσθητὰ τῶν καθ' ἕκαστα ψβ5. 417
punct	page-031-L	_2b10e314-ed10-4d93-8eba-2a94373f1384	43	2	᾽→' ᾽→'	αἰσθάνεται μὲν τὸ καθ᾽ ἕκαστον, ἡ δ᾽ αἴσθησις τȣ͂ καθόλȣ	αἰσθάνεται μὲν τὸ καθ' ἕκαστον, ἡ δ' αἴσθησις τȣ͂ καθόλȣ
punct	page-034-L	_7be00b02-39fb-4a2d-bb94-8a4245e205ff	13	1	’→'	— περὶ καλȣ͂ ϗ̀ αἰσχρȣ͂ Ρα9. αἰσχρὰ κατ’ ἀλήθειαν, κατὰ	— περὶ καλȣ͂ ϗ̀ αἰσχρȣ͂ Ρα9. αἰσχρὰ κατ' ἀλήθειαν, κατὰ
punct	page-034-R	_b5bddb81-da32-45f3-a5ac-31bf7dc6d44a	27	1	'→᾽	δȣ͂ναι τὴν αἰτίαν Ζγε1. 779b21. ȣ̓ μικρὸν ἔργον τὸ ἀπ'	δȣ͂ναι τὴν αἰτίαν Ζγε1. 779b21. ȣ̓ μικρὸν ἔργον τὸ ἀπ᾽
punct	page-034-R	_d563ad25-2160-4e9d-9fea-fac3c0059e06	43	1	:→.	ἐν αὐτῷ, ἐντός, opp ἔξω, ἐκτός Φβ5. 197a2: 6. 197b36.	ἐν αὐτῷ, ἐντός, opp ἔξω, ἐκτός Φβ5. 197a2. 6. 197b36.
punct	page-035-R	_6103d1f2-2a33-4107-bef7-ae2fbab97332	13	1	.→∅	τὸ τὸν πάντα χρόνον ϗ̀ τὴν ἀπειρίαν. περιέχον τέλος αἰὼν	τὸ τὸν πάντα χρόνον ϗ̀ τὴν ἀπειρίαν περιέχον τέλος αἰὼν
punct	page-036-L	_1c25cf56-1d0c-4fcb-816a-90b8e6bf4a34	46	1	,→∅	caudatus St Cr, parus (aegithalus) pendulinus K Gloger I 2	caudatus St Cr parus (aegithalus) pendulinus K Gloger I 2
punct	page-037-R	_85f9a424-e11f-42b7-9957-67ed5f5eccfc	34	1	.→,	συμβάλλεται αι1. 437a5, 11, 13. cf ΜΑ1. 980a25, b23 Bz.	συμβάλλεται αι1. 437a5, 11, 13. cf ΜΑ1. 980a25, b23 Bz,
punct	page-038-R	_46bcb2a9-7496-4dbc-a5fd-67d742fc2900	2	1	.→,	χειν τινί, κατηγορεῖσθαί τινος (cf ἕπεσθαι. Steinthal p. 222)	χειν τινί, κατηγορεῖσθαί τινος (cf ἕπεσθαι, Steinthal p. 222)
punct	page-038-R	_83a75149-4fd8-49bb-9c20-c8ab0104928c	57	2	∅→́ ,→∅	904b11. 44. 904a16. τῶν ζῴων τίνα ȣ̓κ ἀκȣει, cf ἀκοή.	904b11. 44. 904a16. τῶν ζῴων τίνα ȣ̓κ ἀκȣ́ει cf ἀκοή.
punct	page-039-R	_36710a6b-c363-4615-b8d5-f0d5dfc43d30	11	1	.→,	τει Ηη5. 2. 1145b12. ὁ ἀκρατὴς μεταμελητικός, ἰατός. ἡμι-	τει Ηη5. 2. 1145b12. ὁ ἀκρατὴς μεταμελητικός, ἰατός, ἡμι-
punct	page-039-R	_653e96cb-3e0a-4b86-94c0-9124adf22a68	22	1	;→,	949b13, 14. ἀκρατὴς πρὸς τὸν οἶνον sim; περὶ τὰ πόματα	949b13, 14. ἀκρατὴς πρὸς τὸν οἶνον sim, περὶ τὰ πόματα
punct	page-039-R	_ed44708d-8a6e-4547-a858-0b620b2ac416	39	1	᾿→∅	ὀργή (cf ᾿Ἀλκιδάμας) Ργ3. 1406a10. λόγος ἄκρατος Μγ4.	ὀργή (cf Ἀλκιδάμας) Ργ3. 1406a10. λόγος ἄκρατος Μγ4.
punct	page-040-L	_36b0172d-10f2-4a4f-ae82-69456c3fb69e	25	1	.→,	ροι γενόμενοι. opp ἐξ ἀρχῆς τζ4. 142a4. — ἀκριβέσταται ἐπι-	ροι γενόμενοι, opp ἐξ ἀρχῆς τζ4. 142a4. — ἀκριβέσταται ἐπι-
punct	page-043-R	_f9ab2312-c25d-4a6d-b3d6-b3e53e239785	3	1	.→,	θείᾳ (i e ἀληθῶς. τῷ ὄντι) Ηε8. 1133a27, b19. οβ1350b1,	θείᾳ (i e ἀληθῶς, τῷ ὄντι) Ηε8. 1133a27, b19. οβ1350b1,
punct	page-043-R	_5caa44db-4001-4565-88a0-db95ac0bdb14	12	1	.→,	κῶς. φαίνεσθαι, αἴσθησις Αα27. 43b9. 30. 46a8, 10. β16.	κῶς, φαίνεσθαι, αἴσθησις Αα27. 43b9. 30. 46a8, 10. β16.
punct	page-043-R	_c4e82e9e-6a56-4296-b9c6-136246fd5f4a	54	1	᾽→'	τῶν ἐναντίων Ρα1. 1355a21, 37. καθ᾽ αὐτὸ τὸ μὲν ψεῦδος	τῶν ἐναντίων Ρα1. 1355a21, 37. καθ' αὐτὸ τὸ μὲν ψεῦδος
punct	page-044-L	_cb402cae-be76-4dbe-878a-9e915128fc54	12	3	ὲ→έ ∅→, ́→∅	ἄτοπον μβ3. 358a16. ἀληθὲς dist ἀληθὲς τȣ́τῳ Μγ6.	ἄτοπον μβ3. 358a16. ἀληθές, dist ἀληθὲς τȣτῳ Μγ6.
punct	page-044-R	_d6cef78a-a6b7-476f-b867-50de3c41eee9	59	1	'→᾽	b12. οἱ ἀπ' Ἀλκιβιάδȣ Ρβ15. 1390b29. Ἀλκ., exemplum	b12. οἱ ἀπ᾽ Ἀλκιβιάδȣ Ρβ15. 1390b29. Ἀλκ., exemplum
punct	page-045-L	_4e4c4a6d-91d0-468b-a58e-ffd8abe84a82	1	1	'→∅	'Αλκιδάμας Ρβ23. 1398b10. 'Α. ἐν τῷ Μεσσηνιακῷ Ρα13.	'Αλκιδάμας Ρβ23. 1398b10. Α. ἐν τῷ Μεσσηνιακῷ Ρα13.
punct	page-045-L	_3d7600d3-58d6-479b-9711-062acb8ce248	4	1	'→∅	'Αλκιμένης ὁ Συβαρίτης θ96. 838a15, 25.	Αλκιμένης ὁ Συβαρίτης θ96. 838a15, 25.
punct	page-045-L	_b376bafd-17e5-4706-9e67-aca6e9d4aa57	6	1	·→∅	Ζιι41. 628b6. ζῷα· τὰς ὄψεις ἀγριώτερα ϗ̀ ἀλκιμώτερα	Ζιι41. 628b6. ζῷα τὰς ὄψεις ἀγριώτερα ϗ̀ ἀλκιμώτερα
punct	page-045-L	_683efbdf-669f-4b7a-9ede-571329d04766	9	2	'→∅ Α→Ἀ	'Αλκίνȣ ἀπόλογος Ργ16. 1417a13. πο16. 1455a2. 'Αλκινόȣ	'Αλκίνȣ ἀπόλογος Ργ16. 1417a13. πο16. 1455a2. Ἀλκινόȣ
punct	page-045-L	_a2215365-ea85-4094-b47e-386246000aaf	11	3	Α→Ἄ '→∅ Α→Ἀ	'Αλκμαίων πο13. 1453a20. 14. 1453b24. — 'Α. Εὐριπίδȣ	'Ἄλκμαίων πο13. 1453a20. 14. 1453b24. — Ἀ. Εὐριπίδȣ
punct	page-045-L	_493203b9-73fe-4bad-86e1-9c0cba4dc097	12	2	'→∅ Α→Ἀ	Ηγ1. 1110a28 (cf fr 70). f 584. 1573a12. 'Α. 'Αστυδά-	Ηγ1. 1110a28 (cf fr 70). f 584. 1573a12. Α. 'Ἀστυδά-
punct	page-045-L	_b3ce8ff7-0119-4fd0-ae7c-dba1e7070188	15	1	'→∅	'Αλκμαίων ὁ Κροτωνιάτης ΜΑ5. 986a26. Ζιη1. 581a16.	Αλκμαίων ὁ Κροτωνιάτης ΜΑ5. 986a26. Ζιη1. 581a16.
punct	page-045-L	_9544079a-329a-4a39-80ae-82dd174234a3	23	2	'→∅ Α→Ἅ	'Αλκμὰν ὁ ποιητὴς τίνι νόσῳ διεφθάρη Ζιε31. 557a2.	Ἅλκμὰν ὁ ποιητὴς τίνι νόσῳ διεφθάρη Ζιε31. 557a2.
punct	page-045-L	_c9628961-bf73-447d-90a7-9b8c83f949a4	32	1	·→∅	ζῇ ἰχθυοφαγȣ͂σα· Ζιε8. 542b4, 12, 16. ι14. 616a14-34.	ζῇ ἰχθυοφαγȣ͂σα Ζιε8. 542b4, 12, 16. ι14. 616a14-34.
punct	page-045-L	_3b3292cd-6b94-4881-b70b-e118618a671c	55	1	.→∅	1323b36. ρ1. 1421a4. ἀλλὰ ... γὰρ Πγ1. 1275b13. —	1323b36. ρ1. 1421a4. ἀλλὰ .. γὰρ Πγ1. 1275b13. —
punct	page-045-R	_9b196e56-4a22-4afc-8920-b1167b995324	6	1	᾽→’	1384a25. φτβ3. 825a15 (Wz ad Κ 6. 5b10). εἰ δ᾽ ἐστὶν	1384a25. φτβ3. 825a15 (Wz ad Κ 6. 5b10). εἰ δ’ ἐστὶν
punct	page-045-R	_ffd3bf85-9205-4449-8507-2d8a93f0a253	14	2	᾽→' ᾽→'	quoties ἀλλὰ usurpatur, ubi ἀλλ᾽ ἢ exspectes, ἡδέα δ᾽ ȣ̓κ	quoties ἀλλὰ usurpatur, ubi ἀλλ' ἢ exspectes, ἡδέα δ' ȣ̓κ
punct	page-045-R	_68d8742a-2dc1-4cb8-a626-4c6fff5cff12	16	1	᾽→’	δ᾽ ȣ̓δὲ τῷδε (sc αἱρεταί εἰσιν) ἀλλὰ ποτὲ ϗ̀ ὀλίγον χρόνον	δ’ ȣ̓δὲ τῷδε (sc αἱρεταί εἰσιν) ἀλλὰ ποτὲ ϗ̀ ὀλίγον χρόνον
punct	page-045-R	_892aa1f1-ad78-4765-bcb3-2abb76b23e76	24	1	᾽→'	ἀλλ᾽ ἢ τὸ μὲν σχιζόπȣν τὸ δ᾽ ἄσχιστον Μζ12. 1038a14.	ἀλλ᾽ ἢ τὸ μὲν σχιζόπȣν τὸ δ' ἄσχιστον Μζ12. 1038a14.
punct	page-045-R	_78fea5c8-4ef2-4509-9b14-4178630eab18	44	2	 →∅ -→.	b23, a35. ἀλλαγή τινος, dist χρεία Πα9. 1257a13, 25. ποι-	b23,a35. ἀλλαγή τινος, dist χρεία Πα9. 1257a13, 25. ποι.
punct	page-046-L	_1ae33c27-ef5b-4b8d-b4cd-27ff183cc24b	16	1	᾽→'	b4). μγ4. 375a7. ἢ καθ᾽ αὐτὰ λέγοντες ἢ πρὸς ἄλληλα	b4). μγ4. 375a7. ἢ καθ' αὐτὰ λέγοντες ἢ πρὸς ἄλληλα
punct	page-046-R	_37b03fd0-5d9a-4af8-b7f4-f6df61c57298	1	2	᾽→' ὑ→ὐ	λοίωσις, ὅσα καθ᾽ αὑτὰ λέγεται πάσχειν ὑπὸ τῶν αἰσθητῶν	λοίωσις, ὅσα καθ' αὐτὰ λέγεται πάσχειν ὑπὸ τῶν αἰσθητῶν
punct	page-046-R	_59e2da6b-cc69-46bf-8ada-4636dc3845b8	22	1	᾽→'	ἕξεις ϗ̀ τὴν φύσιν ψβ5. 417b14. ἀλλοίωσις ȣ̓δ᾽ αὔξησις	ἕξεις ϗ̀ τὴν φύσιν ψβ5. 417b14. ἀλλοίωσις ȣ̓δ' αὔξησις
punct	page-046-R	_ef2e871b-d0ce-4ec4-bfce-1179afe5132c	23	1	᾽→'	ȣ̓δὲ γένεσις ȣ̓κ εἰσὶν ὁμαλεῖς (ἰσοταχεῖς), φορὰ δ᾽ ἐστίν	ȣ̓δὲ γένεσις ȣ̓κ εἰσὶν ὁμαλεῖς (ἰσοταχεῖς), φορὰ δ' ἐστίν
punct	page-046-R	_4e3c3827-bdac-4786-9ede-a49895fc9e99	37	1	᾽→∅	4. 342a6. β3. 357b30 (aliter δ᾽9. 386b7). ȣ̓δὲν ἄλλο πλήν,	4. 342a6. β3. 357b30 (aliter δ9. 386b7). ȣ̓δὲν ἄλλο πλήν,
punct	page-047-R	_d48537f7-0333-4da0-b710-bdbc13034b44	26	1	.→,	ἀλȣργής. ἀλȣργές saepe exhibetur in libro de coloribus χ2.	ἀλȣργής, ἀλȣργές saepe exhibetur in libro de coloribus χ2.
punct	page-047-R	_ccb82e16-e4a3-403d-8a38-2d23be9e63b9	45	1	.→ 	a1. ἅλες μᾶλλον λίτρȣ ὀσμώδεις αι5. 443a13. ἅλες.χον-	a1. ἅλες μᾶλλον λίτρȣ ὀσμώδεις αι5. 443a13. ἅλες χον-
punct	page-049-R	_a04ef295-eee2-4544-b31f-3aaa7553fe29	36	1	᾽→'	γὰρ ὀξὺ οἷον κεντεῖ, τὸ δ᾽ ἀμβλὺ οἷον ὠθεῖ ψβ8. 420b2.	γὰρ ὀξὺ οἷον κεντεῖ, τὸ δ' ἀμβλὺ οἷον ὠθεῖ ψβ8. 420b2.
punct	page-050-L	_4b639fcd-1872-421d-83db-caca0b1066f5	16	2	ἄ→ἆ '→’	ἔχον μέγεθος Φζ10. 240b12. 1. 231b3. θ10. 266a10. ἄρ'	ἔχον μέγεθος Φζ10. 240b12. 1. 231b3. θ10. 266a10. ἆρ’
punct	page-050-R	_e8e7efc9-48e6-478f-984e-d814f4df6c2f	27	2	᾽→∅ ∅→ 	᾽Αμιναῖος οἶνος f453. 1552a32, 36, 39.	Αμιναῖος οἶνος f 453. 1552a32, 36, 39.
punct	page-050-R	_cefff17d-deb2-4fd9-af08-c6526908b509	32	4	᾽→∅ Α→Ἀ ᾽→∅ Α→Ἀ	᾽Αμισός Ζιε22. 554b15. οβ1350b27. ᾽Αμισηνὸς σίδηρος	Ἀμισός Ζιε22. 554b15. οβ1350b27. Ἀμισηνὸς σίδηρος
punct	page-050-R	_f24a255c-3b1e-47dd-b7d9-1e3403bcbaaa	49	1	᾽→∅	᾽Αμμωνία χώρα μα14. 352b32.	Αμμωνία χώρα μα14. 352b32.
punct	page-050-R	_9df2f6b3-689d-437b-bd0f-fbea1bd9f87d	50	3	᾽→∅ ὰ→ά ∅→ 	᾽Αμμωνιάς, τριήρης ἱερὰ f403. 1545b4, 18.	Αμμωνιάς, τριήρης ἱερά f 403. 1545b4, 18.
punct	page-052-L	_b53a2b8b-c619-4968-af6b-7fd93098419c	60	1	∅→᾽	ὁ δ’ ἄκυρος f 426. 1548b31, 39.	ὁ δ’᾽ ἄκυρος f 426. 1548b31, 39.
punct	page-053-L	_8f139ee0-d979-487c-a002-7383264a7128	30	1	,→∅	653b32. 9. 655b18. Ζπ7. 707a21, ubi aliquot codd κἂν	653b32. 9. 655b18. Ζπ7. 707a21 ubi aliquot codd κἂν
punct	page-053-R	_678716d9-629b-4bae-8843-51d41b1d024d	2	1	´→∅	b22 (cf γ11. 1116b36 v l) Πβ7. 1267a39. ´γ9. 1280a36.	b22 (cf γ11. 1116b36 v l) Πβ7. 1267a39. γ9. 1280a36.
punct	page-053-R	_04a1d2c8-5fb4-4268-bed6-01dfcef00b7c	12	1	,→.	ἄν πκε14. 939b2. κϛ12. 941a39, 48. 945b30 (ubivis fa-	ἄν πκε14. 939b2. κϛ12. 941a39. 48. 945b30 (ubivis fa-
punct	page-054-R	_cb08e066-96c7-47af-93c2-3825d06c7d88	14	1	᾽→'	τῇ ὕλῃ τὸ ἀναγκαῖον, τὸ δ᾽ ȣ̔͂ ἕνεκα ἐν τῷ λόγῳ Φβ9.	τῇ ὕλῃ τὸ ἀναγκαῖον, τὸ δ' ȣ̔͂ ἕνεκα ἐν τῷ λόγῳ Φβ9.
punct	page-054-R	_4ceb631c-6c20-4cb1-acbe-ac11c6e5424b	17	1	᾽→'	βέλτιστον, ἀλλ᾽ ὡς ἀναγκαῖον διὰ τὸν ἴδιον λόγον τῆς ȣ̓σίας	βέλτιστον, ἀλλ' ὡς ἀναγκαῖον διὰ τὸν ἴδιον λόγον τῆς ȣ̓σίας
punct	page-056-L	_d2f94943-6513-47b2-b127-a451add9ddbc	21	1	.→,	— ἐξ ἀναγωγῆς. opp συνεχῶς Ζιε18. 550b11, 13.	— ἐξ ἀναγωγῆς, opp συνεχῶς Ζιε18. 550b11, 13.
punct	page-056-L	_cfcc7b98-9b30-47d1-9713-526fa29e094c	36	1	.→,	ἀναδύνειν. ποταμοί, ἂν ἀφανισθῶσιν εἰς τὴν γῆν, πάλιν ἀνα-	ἀναδύνειν, ποταμοί, ἂν ἀφανισθῶσιν εἰς τὴν γῆν, πάλιν ἀνα-
punct	page-057-R	_5641db49-346b-4f05-bf60-83eeaed4ff51	32	3	ῄ→ή ,→. ῄ→ή	ρεθήσονται, ἀνῄρηται, ἀνῄρητο, ἀνῃρημένον ἔσται Μκ8. 1065	ρεθήσονται, ἀνήρηται. ἀνήρητο, ἀνῃρημένον ἔσται Μκ8. 1065
punct	page-058-L	_bfcd77c9-75b0-4562-9fb4-0bd292703787	36	1	’→᾽	φορὰ ἐπ’ ἀρχὴν ἀνακάμπτει ψα3. 407a30. ὁ καικίας ἀνα-	φορὰ ἐπ᾽ ἀρχὴν ἀνακάμπτει ψα3. 407a30. ὁ καικίας ἀνα-
punct	page-058-L	_75db6caa-004b-4092-9fef-83e193813ca2	50	1	’→᾽	πάλιν ἐπ’ ἀρχήν, opp εὐθυπορεῖν ψα3. 407a28.	πάλιν ἐπ᾽ ἀρχήν, opp εὐθυπορεῖν ψα3. 407a28.
punct	page-058-R	_cf7b50bd-7d75-4308-9919-31f5753e549a	3	1	’→'	νήθη ἀλλ’ ὑπὸ τȣ͂ βάλλοντος Φθ4. 255b27. γραμμαὶ ἀνα-	νήθη ἀλλ' ὑπὸ τȣ͂ βάλλοντος Φθ4. 255b27. γραμμαὶ ἀνα-
punct	page-058-R	_83e3609b-f56f-4d99-b4d2-575fd142f198	27	1	’→'	ἅπαντα γὰρ ταῦτα ἀνάκλασις, ἀλλ’ εἴδει ἕτερα Αδ15. 98	ἅπαντα γὰρ ταῦτα ἀνάκλασις, ἀλλ' εἴδει ἕτερα Αδ15. 98
punct	page-058-R	_843891b9-6b70-4262-8325-926ac4a83b9f	39	1	’→'	quasi absolute et tituli instar: τὰ δ’ ἐν αὐτοῖς ζῳοτοκȣ͂ντα,	quasi absolute et tituli instar: τὰ δ' ἐν αὐτοῖς ζῳοτοκȣ͂ντα,
punct	page-058-R	_c9f5a392-bad7-4267-826d-29a06747338a	46	1	’→'	ὅτι πόρρω λίαν τȣ͂ νῦν Φδ13. 222b11. καθ’ ἕκαστον μὲν	ὅτι πόρρω λίαν τȣ͂ νῦν Φδ13. 222b11. καθ' ἕκαστον μὲν
punct	page-059-L	_f65ad749-b427-41ec-8721-2a552034006f	26	1	.→∅	ἀνάκρισις θεσμοθετῶν,. def f 374. 1540a40. 375. 1540b14,	ἀνάκρισις θεσμοθετῶν, def f 374. 1540a40. 375. 1540b14,
punct	page-059-R	_7ba36347-fff4-430b-a642-30378a66d0e9	5	1	᾽→'	b7. νῦν δ᾽ ἀναληπτέον ὑπὲρ αὐτῶν υ3. 465b6. — (τὸ ἐξ ἀρ-	b7. νῦν δ' ἀναληπτέον ὑπὲρ αὐτῶν υ3. 465b6. — (τὸ ἐξ ἀρ-
punct	page-059-R	_9296e162-d18c-4aaa-8f1f-6f3783203cd6	6	2	ἀ→α '→∅	χῆς δόξεεν ἀναλαμβάνεσθαι, l δόξειεν ἂν λαμβάνεσθαι ἀπ'	χῆς δόξεεν ἀναλαμβάνεσθαι, l δόξειεν ἂν λαμβάνεσθαι απ
punct	page-059-R	_bd4a65d9-aeb9-425b-9e34-4e5685e14fc5	24	1	᾽→'	λῶσαι Ρβ3. 1380b11. — δι᾽ ἀδυναμίαν ȣ̓ πέττȣσι (τὸ	λῶσαι Ρβ3. 1380b11. — δι' ἀδυναμίαν ȣ̓ πέττȣσι (τὸ
punct	page-059-R	_652161cc-fd4d-43e2-9db6-9eb156877f83	29	1	᾽→'	776a27, 32. ὅταν ὑφ᾽ ἧς ἔχει θερμότητος ἀναλωθῇ τὸ ὑγρόν	776a27, 32. ὅταν ὑφ' ἧς ἔχει θερμότητος ἀναλωθῇ τὸ ὑγρόν
punct	page-059-R	_52d1243e-fbb0-4a0f-9127-67935b48877e	55	1	᾽→'	λογίαν ἐν ταὐτῷ πάντα μδ9. 387b3. καθ᾽ ὁμοιότητα ϗ̀	λογίαν ἐν ταὐτῷ πάντα μδ9. 387b3. καθ' ὁμοιότητα ϗ̀
punct	page-060-L	_84d0b236-ac78-478e-9f8c-eb123b44b9ea	34	1	’→'	δ’ ἀναίμοις τὸ ἀνάλογον τῇ καρδίᾳ, τὸ ἀνάλογον τῷ στήθει,	δ' ἀναίμοις τὸ ἀνάλογον τῇ καρδίᾳ, τὸ ἀνάλογον τῷ στήθει,
punct	page-060-R	_fc76f400-0078-4cac-9b75-dbcc08af8041	33	1	᾽→∅	στήμης ϗ̀ τῆς περὶ τὰ ἤθη πολιτικῆς Ρα4. 1359b10. δι᾽	στήμης ϗ̀ τῆς περὶ τὰ ἤθη πολιτικῆς Ρα4. 1359b10. δι
punct	page-062-L	_f652be44-d480-436a-bf0c-23996a617d58	8	1	,→∅	ἀναξηραίνεται ὕδωρ, οἶνος, ἰκμάς μβ2. 355b26, 3,2. δ10.	ἀναξηραίνεται ὕδωρ, οἶνος, ἰκμάς μβ2. 355b26, 32. δ10.
punct	page-062-L	_aa5082cc-e21c-4a8f-9b82-72e6604ccad4	16	2	.→, ’→'	ἄπειρον ἄλλας αἰτίας. οἷον νȣ͂ν ἢ φιλίαν· ϗ̀ τȣ͂τ’ εἶναι τὸ	ἄπειρον ἄλλας αἰτίας, οἷον νȣ͂ν ἢ φιλίαν· ϗ̀ τȣ͂τ' εἶναι τὸ
punct	page-062-L	_0aae1091-864a-4b30-a2f0-fb76145f34ab	26	1	’→'	οἱ δ’ ἐκ τȣ͂ ἑνὸς ἐνȣ́σας τὰς ἐναντιότητας ἐκκρίνεσθαι, ὥσπερ	οἱ δ' ἐκ τȣ͂ ἑνὸς ἐνȣ́σας τὰς ἐναντιότητας ἐκκρίνεσθαι, ὥσπερ
punct	page-062-L	_dc322148-84dd-40ef-810f-401ca761c7b9	40	1	.→,	referri apparet coll Φα4. 187a12, 20. Zeller I 163 sqq.—	referri apparet coll Φα4. 187a12, 20. Zeller I 163 sqq,—
punct	page-062-R	_f5e72643-a2a4-4a3e-b567-16b6dda5756b	39	1	’→'	παύσεις μεθ’ ἡδονῆς Ηθ11. 1160a24. coni ῥαθυμίαι, ἀμέ-	παύσεις μεθ' ἡδονῆς Ηθ11. 1160a24. coni ῥαθυμίαι, ἀμέ-
mark	page-015-R	_6a24620b-ceb8-4fa2-b4be-e86a99bc411d	18	2	∅→  ἢ→ἡ	φύσει Κ12.14b4. βέλτιον ϗ̀ θειότερον ἡ ἀρχὴ ἢ κινȣ͂σα Ζγβ1.	φύσει Κ12. 14b4. βέλτιον ϗ̀ θειότερον ἡ ἀρχὴ ἡ κινȣ͂σα Ζγβ1.
mark	page-015-R	_a063a5d5-b1b9-4ba6-8e09-403ea3cfd32e	22	2	∅→  ι→ῖ	a16. β1.731b23, 21. 4. 738b1. cf φύσις 2 c. ἀεὶ τὸ χει-	a16. β1. 731b23, 21. 4. 738b1. cf φύσις 2 c. ἀεὶ τὸ χεῖ-
mark	page-015-R	_04fa9bda-1d25-4431-9ab4-70d58e7bb94b	36	1	η→ῃ	αὐτά, ἕτερα δὲ διὰ ταῦτα· τὰ μέν ἐστι τέλη, τὰ δ' ȣ̓ τέλη	αὐτά, ἕτερα δὲ διὰ ταῦτα· τὰ μέν ἐστι τέλῃ, τὰ δ' ȣ̓ τέλη
mark	page-016-L	_32492434-1c38-4aa6-9ac3-6d05e7380e67	22	1	ό→ὸ	τὸ ἀληθὲς ϗ̀ τὸ ψεῦδος ψγ7.431b11. τὸ ἀγαθόν, dist τὸ	τὸ ἀληθὲς ϗ̀ τὸ ψεῦδος ψγ7.431b11. τὸ ἀγαθὸν, dist τὸ
mark	page-016-L	_8b11fe76-2133-4cba-9ac0-2e7cdd81fa37	36	1	ὢ→ὤ	ὢν (Eur fr 183) Ρα11. 1371b33. ὁ εὔθυμος μὴ ἐπισπερ-	ὤν (Eur fr 183) Ρα11. 1371b33. ὁ εὔθυμος μὴ ἐπισπερ-
mark	page-016-L	_3d0e6473-d3d9-481c-aab7-ba0ea6f6b59e	45	1	η→ῃ	a7. γνώμη ἀρίστη τί ἐστι Ρα15. 1375a30, b17, 1376a19.	a7. γνώμη ἀρίστῃ τί ἐστι Ρα15. 1375a30, b17, 1376a19.
mark	page-016-R	_d8f8f8ad-37f1-4853-b3b7-64058030afa1	12	1	ἀ→ἄ	ἄγαλμα, coni γραφή Πη17. 1336b15. τὸ τῆς Ἀθηνᾶς ἀ-	ἄγαλμα, coni γραφή Πη17. 1336b15. τὸ τῆς Ἀθηνᾶς ἄ-
mark	page-017-R	_a616931d-52d6-4596-93fe-c89c1232f7ce	20	2	ι→ί ό→ο	τῇ ἀνελευθεριότητι αρ7. 1251b16.	τῇ ἀνελευθερίοτητι αρ7. 1251b16.
mark	page-017-R	_0b7de346-c45a-4894-be9e-c5acbb7b60cd	38	2	ἀ→ἄ έ→ε	ϗ̀ τȣ́των τὸ ἔσχατον ἀγέννητον (ἀγένητον?) Μβ4. 999b7.	ϗ̀ τȣ́των τὸ ἔσχατον ἄγεννητον (ἀγένητον?) Μβ4. 999b7.
mark	page-017-R	_115aeaae-e9fb-4068-a08d-87653f48e5f8	41	2	∅→͂ ∅→͂	a30. cf 9. 421b8. — act ἄγευστοι ἡδονῆς ἐλευθερίȣ, τȣ καλȣ	a30. cf 9. 421b8. — act ἄγευστοι ἡδονῆς ἐλευθερίȣ, τȣ͂ καλȣ͂
mark	page-017-R	_8bc94ae2-ba90-4760-bca4-8f03fce1a715	52	2	υ→ὑ ἱ→ι	γος f 530. 1566a42, 15. Ἀγαπήνωρ, Ἀγκαίȣ υἱός f 596.	γος f 530. 1566a42, 15. Ἀγαπήνωρ, Ἀγκαίȣ ὑιός f 596.
mark	page-018-L	_2256ab2c-0de4-4b68-a6d8-5092fc73efea	22	1	∅→͂	ϗ̀ εἰδώς Ρα13. 1373b34. ἀγνοȣντες ἁμαρτάνȣσιν Ρα15.	ϗ̀ εἰδώς Ρα13. 1373b34. ἀγνοȣ͂ντες ἁμαρτάνȣσιν Ρα15.
mark	page-018-L	_3df72ece-f94d-4f28-99e8-85a6c20fb2b1	24	1	ἀ→ἄ	ἀγνοȣντες φαίνονται ἀνδρεῖοι εἶναι Ηγ11. 1117a22-28. —	ἀγνοȣντες φαίνονται ἄνδρεῖοι εἶναι Ηγ11. 1117a22-28. —
mark	page-018-L	_779ea62b-9e54-428d-8f06-bff899948ed4	31	2	 →∅ ∅→͂	ἐστιν Ργ 10. 1410b24. — ὁμοδοξία ϗ̀ ἀγνοȣσιν ἀλλήλȣς	ἐστιν Ργ10. 1410b24. — ὁμοδοξία ϗ̀ ἀγνοȣ͂σιν ἀλλήλȣς
mark	page-018-L	_b32c51fe-d622-47bf-a632-4ee9d6814551	32	1	ἂ→ἄ	ὑπάρξειεν ἂν Ηι6. 1167a23. — ἀγνοȣντως τβ9. 114b10.	ὑπάρξειεν ἄν Ηι6. 1167a23. — ἀγνοȣντως τβ9. 114b10.
mark	page-018-R	_8d4901a6-1744-44e1-8f99-5266591e6844	22	1	η→ῃ	ὕδατος κ4. 394a20. ἡ ὁμίχλη νεφέλη ἄγονος μα9. 346b35.	ὕδατος κ4. 394a20. ἡ ὁμίχλη νεφέλῃ ἄγονος μα9. 346b35.
mark	page-018-R	_58ce61cd-1b78-4241-9401-7335c9865879	46	1	∅→̀	θέρα Πη12. 1331a31, b1, 11. οἱ παρέχοντες σφᾶς αὐτȣς πᾶ-	θέρα Πη12. 1331a31, b1, 11. οἱ παρέχοντες σφᾶς αὐτȣ̀ς πᾶ-
