column	line	token	tier	sanctioned	evidence	context
page-053-R	3	Vahlen	unknown		Vahlen is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	δ3. 1290 b4. πο25. 1460 b7 al. Vahlen Poet IV 408, 438,
page-053-R	3	Poet	unknown		Poet is nowhere in the p.11/p.12 key · 14 sites in the corpus, all spelt this way	δ3. 1290 b4. πο25. 1460 b7 al. Vahlen Poet IV 408, 438,
page-053-R	3	IV	unknown		IV is nowhere in the p.11/p.12 key · 13 sites in the corpus, all spelt this way	δ3. 1290 b4. πο25. 1460 b7 al. Vahlen Poet IV 408, 438,
page-053-R	7	Bk1	numeral	Bk	Bk is in Bonitz's key; the key sanctions Bk, Bk2, Bk3 and not Bk1 · the only site in the corpus	tentialem Πγ13. 1283 b15. ζ8. 1322 a35 (Bk1 utroque
page-053-R	8	Ac	unknown		Ac is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	loco ἂν addit). Ρβ23. 1398 a7 (ἂν om cod Ac, add Bk
page-053-R	47	Isocr	unknown		Isocr is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	(Isocr 4, 172) Ργ10. 1411 b14.
page-054-L	46	Soph	unknown		Soph is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	βία με ταῦτ’ ἀναγκάζει ποιεῖν (Soph El 256) Μδ5. 1015
page-054-L	46	El	unknown		El is nowhere in the p.11/p.12 key · the only site in the corpus	βία με ταῦτ’ ἀναγκάζει ποιεῖν (Soph El 256) Μδ5. 1015
page-055-R	47	Plat	unknown		Plat is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	ἐπιστήμην ὥσπερ ἀναγνωρίζοντας (cf Plat Men 81) Αβ21.
page-055-R	47	Men	unknown		Men is nowhere in the p.11/p.12 key · the only site in the corpus	ἐπιστήμην ὥσπερ ἀναγνωρίζοντας (cf Plat Men 81) Αβ21.
page-055-R	54	Poet	unknown		Poet is nowhere in the p.11/p.12 key · 14 sites in the corpus, all spelt this way	ἑαυτὸν ποιεῖσθαι γνώριμον (cf Vhl Poet II 85), et Ὀδυσ-
page-056-L	60	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀναθρώσκει αἷμα (Emped 350) αν7. 473b16, 474a6.
page-056-R	44	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀναιδὴς λᾶας (Hom λ 598) Ργ11. 1411 b34.— ἀναιδȣ͂ς ση-
page-056-R	58	Harnleiter	unknown		Harnleiter is nowhere in the p.11/p.12 key · the only site in the corpus	ἕτεροι Ζμγ9. 671 b16 (ureteres, Harnleiter Fr 298. 59).
page-057-R	44	Stud	unknown		Stud is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	Stud I p 70).
page-058-L	12	Stud	unknown		Stud is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	1450b39 (cf Bz Ar Stud I 96). ποιεῖν τὴν κρᾶσιν ἀναίσθη-
page-058-R	41	Anacoluthia	unknown		Anacoluthia is nowhere in the p.11/p.12 key · the only site in the corpus	Anacoluthia. 1. nominativus in principio enunciati ponitur
page-059-L	9	III	unknown		III is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	tatione ad legitimam formam possunt redigi, Bz Ar St II, III
page-059-L	18	III	unknown		III is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	Ar St II, III 129-141.
page-059-R	18	Meliss	unknown		Meliss is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	1231 a33, 26. — τὸ ἓν ἀνώδυνόν τε ϗ̀ ἀνάλγητον (Meliss)
page-060-R	2	Ideler	unknown		Ideler is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	Ideler ἀνὰ λόγον scribit μα2. 339 a18. 14. 351 b4. β5.362
page-060-R	22	Zeller	unknown		Zeller is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	ϗ̀ ἀναλύειν ὥσπερ διάγραμμα Ηγ5. 1112 b20. cf Zeller II
page-060-R	37	III	unknown		III is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	δῆλον ἡμῖν ἐκ τῶν ἀναλυτικῶν, cf Ἀριστοτέλης III Analy-
page-060-R	37	Analy	unknown		Analy is nowhere in the p.11/p.12 key · the only site in the corpus	δῆλον ἡμῖν ἐκ τῶν ἀναλυτικῶν, cf Ἀριστοτέλης III Analy-
page-061-L	9	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	453a8 (Trdlbg de an p 168). ἀναμιμνήσκεσθαι ἀπὸ τόπων
page-061-L	15	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	ἀνάμνησις, def ψα4. 408b17 (Trdlbg p 270). ἀναμνήσεις
page-061-L	17	Plat	unknown		Plat is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	θυμητῶν Ηγ13. 1118a13. ἡ μάθησις ἀνάμνησις (Plat) Αβ21.
page-061-L	29	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	b13. ι15. 174a30. Ἕκτωρ ἀνανεύων (Hom Χ 205) πο24.
page-061-L	47	Anaxagorae	unknown		Anaxagorae is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	ἐφιλονείκει f 65. 1486b34. — ipsa Anaxagorae verba affe-
page-061-L	52	Anaxagorea	unknown		Anaxagorea is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	καθέστηκεν ἀλλοιȣ͂σθαι (sed Anaxagorea verba paullum ab
page-061-L	54	Anaxagorae	unknown		Anaxagorae is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	— Anaxagorae doctrina saepe cum Empedocle et Democrito
page-061-L	54	Empedocle	unknown		Empedocle is nowhere in the p.11/p.12 key · the only site in the corpus	— Anaxagorae doctrina saepe cum Empedocle et Democrito
page-061-L	54	Democrito	unknown		Democrito is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	— Anaxagorae doctrina saepe cum Empedocle et Democrito
page-061-L	55	Democrito	unknown		Democrito is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	comparatur v Ἐμπεδοκλῆς, cum Democrito Φγ4. 203a20
page-061-L	56	Anaxagorae	unknown		Anaxagorae is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	(resp α2. 184b21). Μγ5. 1009a27. doctrina Anaxagorae
page-061-L	58	Anaxagoras	unknown		Anaxagoras is nowhere in the p.11/p.12 key · the only site in the corpus	a30-b21. Φα4. Ογ4. Anaxagoras ponit ἀπείρȣς τὰς ἀρχάς,
page-061-L	61	Anaxa	unknown		Anaxa is nowhere in the p.11/p.12 key · the only site in the corpus	12. ξ2. 975b17. resp Φα2. 184b21. ea principia Ar Anaxa-
page-061-R	2	Breier	unknown		Breier is nowhere in the p.11/p.12 key · the only site in the corpus	rumque suo (cf Breier, Phil. des Anax) ὁμοιομερῆ Φγ4. 203
page-061-R	2	Phil	unknown		Phil is nowhere in the p.11/p.12 key · the only site in the corpus	rumque suo (cf Breier, Phil. des Anax) ὁμοιομερῆ Φγ4. 203
page-061-R	2	Anax	unknown		Anax is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	rumque suo (cf Breier, Phil. des Anax) ὁμοιομερῆ Φγ4. 203
page-061-R	4	Torstrik	unknown		Torstrik is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	984a13. 7. 988a28, τὰ ὁμοιοειδῆ (ὁμοειδῆ Torstrik) Φα4.
page-061-R	6	Empedocli	unknown		Empedocli is nowhere in the p.11/p.12 key · the only site in the corpus	Empedocli sunt στοιχεῖα, ea Anaxagorae πανσπερμία, μίγ-
page-061-R	6	Anaxagorae	unknown		Anaxagorae is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	Empedocli sunt στοιχεῖα, ea Anaxagorae πανσπερμία, μίγ-
page-061-R	13	Plato	unknown		Plato is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	quam elementorum omnium mistionem Ar materiae Plato-
page-061-R	20	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	405a13, 16 Trdlbg, b19. γ4. 429a19, b24. νȣ͂ν τις εἰπὼν
page-061-R	30	Anaxagorea	unknown		Anaxagorea is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	b1, 188a9-17. γ4. 203a23. (Anaxagorea μίξεως notio re-
page-061-R	44	Ideler	unknown		Ideler is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	Ideler. περὶ θαλάττης resp μβ1. 353b5. 3. 357b19 Ideler.
page-061-R	44	Ideler	unknown		Ideler is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	Ideler. περὶ θαλάττης resp μβ1. 353b5. 3. 357b19 Ideler.
page-061-R	58	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	Trdlbg. Anaxagorea doctrina, τῷ μεμῖχθαι πᾶν ἐν παντί,
page-061-R	58	Anaxagorea	unknown		Anaxagorea is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	Trdlbg. Anaxagorea doctrina, τῷ μεμῖχθαι πᾶν ἐν παντί,
page-062-L	5	Mke	unknown		Mke is nowhere in the p.11/p.12 key · the only site in the corpus	poetae tribuendum censet verba τὴν ἀξίαν δεῖ (ἔδει ci Mke)
page-062-L	6	Meineke	unknown		Meineke is nowhere in the p.11/p.12 key · the only site in the corpus	γαμεῖν τὸν ἄξιον Ργ11. 1412b27 Meineke fr inc 18.
page-062-L	18	Anaximander	unknown		Anaximander is nowhere in the p.11/p.12 key · the only site in the corpus	δρος Φγ4. 203b11-14. (Anaximander resp ὁ δὲ τὸ ἄπειρον
page-062-L	21	Zeller	unknown		Zeller is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	quomodo intelligendum sit cf Ογ3. 302a16, Zeller I 160,
page-062-L	22	Anax	unknown		Anax is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	5). Anax resp οἱ περὶ φύσεως ὑποτιθέασιν ἑτέραν τινὰ φύσιν
page-062-L	23	Anax	unknown		Anax is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	τῷ ἀπείρῳ Φγ4. 203a16. Anax resp τὸ ἄπειρον σῶμα τὸ
page-062-L	27	Anax	unknown		Anax is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	Ἀναξίμανδρός φησι Φα4. 187a21. Anax videtur resp ἄπειροι
page-062-L	28	Schol	unknown		Schol is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	κόσμοι Φθ1. 250b18. cf Schol 424b44. Zeller I 173 sq.
page-062-L	28	Zeller	unknown		Zeller is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	κόσμοι Φθ1. 250b18. cf Schol 424b44. Zeller I 173 sq.
page-062-L	30	Anax	unknown		Anax is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	Ἀναξίμανδρος Οβ13. 295b12. Anax resp ὥσπερ φασί τινες,
page-062-L	32	Ideler	unknown		Ideler is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	θάλατταν μβ3. 357b19 Ideler, cf 2. 355a22, 354b33. 1.
page-062-L	33	Alex	unknown		Alex is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	353b6 Alex. — ab interpretibus Aristotelis (veluti Alex
page-062-L	33	Aristotelis	unknown		Aristotelis is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	353b6 Alex. — ab interpretibus Aristotelis (veluti Alex
page-062-L	33	Alex	unknown		Alex is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	353b6 Alex. — ab interpretibus Aristotelis (veluti Alex
page-062-L	34	Aphr	unknown		Aphr is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Aphr ad Metaph 34, 2. 45, 20 Bz) ad Anaximandrum re-
page-062-L	34	Metaph	unknown		Metaph is nowhere in the p.11/p.12 key · the only site in the corpus	Aphr ad Metaph 34, 2. 45, 20 Bz) ad Anaximandrum re-
page-062-L	34	Anaximandrum	unknown		Anaximandrum is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Aphr ad Metaph 34, 2. 45, 20 Bz) ad Anaximandrum re-
page-062-L	35	Arist	unknown		Arist is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	fertur ea ἀρχή, quam Arist describit ὕδατος μὲν λεπτότε-
page-062-L	39	Anaximandrum	unknown		Anaximandrum is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Γβ1. 328b35. 5. 332a21. falso haec ad Anaximandrum
page-062-L	40	Zeller	unknown		Zeller is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	referri apparet coll Φα4. 187a12, 20. Zeller I 163 sqq.—
page-062-L	45	Anaximenem	unknown		Anaximenem is nowhere in the p.11/p.12 key · the only site in the corpus	b11. Γβ1. 328b34. 5. 332a8, b10. Anaximenem posuisse
page-062-L	48	Anaximenes	unknown		Anaximenes is nowhere in the p.11/p.12 key · the only site in the corpus	μένειν τὴν γῆν Οβ13. 294b13. Anaximenes quam dixerit
page-064-L	39	De	unknown		De is nowhere in the p.11/p.12 key · the only site in the corpus	τῶν πρότερον φυσικῶν εἰρήκασιν αν1. 470b6. cf αν2-7. De-
page-064-L	41	Empedoclis	unknown		Empedoclis is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	a6, Empedoclis αν7. 473a1, 15sqq. — 2. πυρὶ ἐὰν ἀνα-
page-064-R	24	Eur	unknown		Eur is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	ἀνάρβυλοι (Eur fr 534, 7) f64. 1486b20.
page-064-R	59	Antirrhinum	unknown		Antirrhinum is nowhere in the p.11/p.12 key · the only site in the corpus	ἀνάρρινον πκ22. 925a30. (Antirrhinum maius L?).
page-064-R	59	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	ἀνάρρινον πκ22. 925a30. (Antirrhinum maius L?).
page-065-L	13	Sylb	unknown		Sylb is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	ἀνάσιλον (ci Sylb, codd et Bk ἂν ἄσιλον) φ5. 809b24.
page-065-L	38	Eur	unknown		Eur is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	ἀνάσσειν κώπας (Eur fr 700) Ργ2. 1405a29.
page-065-L	57	Mb	unknown		Mb is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	νως Fr c cod Mb).
page-065-R	10	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	1165b22. ἀνασώζηται (ἀνασώζῃ τὰ cod L) ἐναντία ὄντα
page-065-R	29	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀνατιθέναι. ἐλεγχείην ἀναθήσει (Hom X 100) Ηγ11. 1116
page-065-R	29	X	unknown		X is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ἀνατιθέναι. ἐλεγχείην ἀναθήσει (Hom X 100) Ηγ11. 1116
page-065-R	49	Aristotelis	unknown		Aristotelis is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	φανερὸν ἐκ τῶν ἀνατομῶν (citatur Aristotelis liber ἀνατο-
page-065-R	50	III	unknown		III is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	μαί) cf Ἀριστοτέλης III. — ἀνατομαὶ ϗ̀ διαιρέσεις (de di-
page-065-R	59	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀνατρέχειν. ἀναδέδρομεν αἴγλη (Hom ζ45) κ6. 400a14. —
page-066-L	13	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀναύχενες κόρσαι (Emped 307) ψγ6. 430a29. Ογ2. 300
page-066-L	24	Orph	unknown		Orph is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	πκε13. 939a35. Ζεὺς ἐς φάος ἀνενέγκατο (Orph VI 43)
page-066-L	24	VI	unknown		VI is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	πκε13. 939a35. Ζεὺς ἐς φάος ἀνενέγκατο (Orph VI 43)
page-066-R	41	Portulacea	unknown		Portulacea is nowhere in the p.11/p.12 key · the only site in the corpus	δράχνης φύλλα πεττόμενα φοινικᾶ χ5. 797a27. (Portulacea
page-066-R	42	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	oleracea L.)
page-066-R	60	Zeller	unknown		Zeller is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	τοῖς ἀγριωτάτοις ἤθεσιν Πθ4. 1338b18, 13. cf Zeller II 2,
page-067-L	16	Eth	unknown		Eth is nowhere in the p.11/p.12 key · the only site in the corpus	ἀνδρία (cf ἀνδρεία). in Eth. Nic. Bekkerus ubique, quantum
page-067-L	16	Nic	unknown		Nic is nowhere in the p.11/p.12 key · the only site in the corpus	ἀνδρία (cf ἀνδρεία). in Eth. Nic. Bekkerus ubique, quantum
page-067-L	16	Bekkerus	unknown		Bekkerus is nowhere in the p.11/p.12 key · the only site in the corpus	ἀνδρία (cf ἀνδρεία). in Eth. Nic. Bekkerus ubique, quantum
page-067-L	42	Nasamonas	unknown		Nasamonas is nowhere in the p.11/p.12 key · the only site in the corpus	Ἀνδρόγυνοι supra Nasamonas confinesque illis Machlyas
page-067-L	42	Machlyas	unknown		Machlyas is nowhere in the p.11/p.12 key · the only site in the corpus	Ἀνδρόγυνοι supra Nasamonas confinesque illis Machlyas
page-067-L	47	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀνδρόπρωρα (Emped 314) Φβ8. 198b32, 199b11.
page-068-R	20	Anethum	unknown		Anethum is nowhere in the p.11/p.12 key · the only site in the corpus	ἄνηθον. τὰ ἄνηθα ȣ̓ρητικά πκζ10. 949a2. (Anethum gra-
page-068-R	21	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	veolens L.)
page-068-R	31	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀνήνυστον (Emped 103) ξ2. 975b2.
page-068-R	47	Empedoclis	unknown		Empedoclis is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ἄνδρες Ζιη1. 582a29. 6. 585b5. Empedoclis de generatione
page-069-L	23	Isocr	unknown		Isocr is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	554a12. — ἀνθȣ͂σα ἀνδρὸς ἀκμή (Isocr 5, 10) Ργ11.
page-069-L	38	Cuvier	unknown		Cuvier is nowhere in the p.11/p.12 key · the only site in the corpus	definitus C S St Cuvier et Valenc hist des poissons II 255
page-069-L	38	Valenc	unknown		Valenc is nowhere in the p.11/p.12 key · the only site in the corpus	definitus C S St Cuvier et Valenc hist des poissons II 255
page-069-R	2	Nck	unknown		Nck is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	Ἄνθος Ἀγάθωνος πο9. 1451b21 (Nck fr tr p 592).
page-072-L	12	Plat	unknown		Plat is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	γυμνός cf Plat Prot 321 C) ȣ̓κ ὀρθῶς λέγȣσιν Ζμδ10. 687
page-072-L	12	Prot	unknown		Prot is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	γυμνός cf Plat Prot 321 C) ȣ̓κ ὀρθῶς λέγȣσιν Ζμδ10. 687
page-072-R	25	Protag	unknown		Protag is nowhere in the p.11/p.12 key · the only site in the corpus	χρημάτων μέτρον ἄνθρωπος (Protag) Μκ6. 1062b14. τȣ͂το
page-072-R	52	Platonicam	unknown		Platonicam is nowhere in the p.11/p.12 key · the only site in the corpus	trinam Platonicam de ideis) ΜΑ9. 990b17 Bz. μ4. 1079
page-073-L	1	Euen	unknown		Euen is nowhere in the p.11/p.12 key · the only site in the corpus	ἀνιαρός. πρᾶγμ’ ἀνιαρόν (Euen fr 8) Μδ5. 1015a29. Ρα11.
page-073-L	54	Pythag	unknown		Pythag is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	ἀνικία (Pythag), v l pro ἀδικία ΜΑ8. 990a34.
page-073-R	13	Plat	unknown		Plat is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	ϗ̀ τὸ πρός τι, ἡ ἄνισος δυὰς στοιχεῖον (Plat) Μν1. 1087b7,
page-073-R	21	Plat	unknown		Plat is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	ἀνισότης (Plat) Μβ4. 1001b23.
page-073-R	34	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀννέφελος, v l ἀνέφελος (Hom ζ45) κ6. 400a14.
page-074-L	8	Steph	unknown		Steph is nowhere in the p.11/p.12 key · the only site in the corpus	significare, non est scribendum cum Steph Thes ed Ddf
page-074-L	8	Thes	unknown		Thes is nowhere in the p.11/p.12 key · the only site in the corpus	significare, non est scribendum cum Steph Thes ed Ddf
page-074-L	8	Ddf	unknown		Ddf is nowhere in the p.11/p.12 key · the only site in the corpus	significare, non est scribendum cum Steph Thes ed Ddf
page-074-L	15	Lb	unknown		Lb is nowhere in the p.11/p.12 key · the only site in the corpus	ἀνομοιοειδεῖς (ἀνομοειδεῖς Lb Mb cf s v ὁμοιοειδής) φιλίαι
page-074-L	15	Mb	unknown		Mb is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	ἀνομοιοειδεῖς (ἀνομοειδεῖς Lb Mb cf s v ὁμοιοειδής) φιλίαι
page-074-R	11	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀνορύειν. ἀνόρυσε (Emped 178) Μβ4. 1000b15.
page-074-R	22	Melissi	unknown		Melissi is nowhere in the p.11/p.12 key · the only site in the corpus	ἄνοσος Ρα5. 1361b3. ὑγιές τε ϗ̀ ἄνοσον τὸ ἕν (Melissi verba)
page-075-L	60	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀντιάζειν. ἀντιάσαντα (Emped 330) Ζγα18. 723a25.
page-076-L	33	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	125a25 (ex hac τῶν ἀντικειμένων significatione Trdlbg
page-076-L	42	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	63b15. τζ7. 146b27. ψβ11. 424a11 (aliter Trdlbg). Γα7.
page-076-R	29	Democr	unknown		Democr is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ἀντικρȣ́ειν (Democr) Οδ6. 313b2. τὸ φερόμενον ὑγρὸν ὅταν
page-076-R	50	Antisthen	unknown		Antisthen is nowhere in the p.11/p.12 key · the only site in the corpus	ἀντιλέγειν ȣ̓κ ἔστιν (Antisthen) τα11. 104b20. τȣ̀ς ἀντι-
page-077-L	10	Halm	unknown		Halm is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	δέονται ρ7. 1428a7, αἰτιολογίας ci Halm.)
page-077-L	17	Antimachus	unknown		Antimachus is nowhere in the p.11/p.12 key · the only site in the corpus	Ἀντιμάχȣ versus affertur Ργ6. 1408a1. Antimachus Colo-
page-077-L	17	Colo	unknown		Colo is nowhere in the p.11/p.12 key · the only site in the corpus	Ἀντιμάχȣ versus affertur Ργ6. 1408a1. Antimachus Colo-
page-077-L	29	Alcidam	unknown		Alcidam is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	ἀντίμιμος ἡ τῆς ψυχῆς ἐπιθυμία (Alcidam, cf Vahlen Al-
page-077-L	29	Vahlen	unknown		Vahlen is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	ἀντίμιμος ἡ τῆς ψυχῆς ἐπιθυμία (Alcidam, cf Vahlen Al-
page-077-L	29	Al	unknown		Al is nowhere in the p.11/p.12 key · the only site in the corpus	ἀντίμιμος ἡ τῆς ψυχῆς ἐπιθυμία (Alcidam, cf Vahlen Al-
page-077-L	31	Heracl	unknown		Heracl is nowhere in the p.11/p.12 key · the only site in the corpus	ἀντίξȣς. τὸ ἀντίξȣν ξυμφέρον (Heracl fr 37) Ηθ2. 1155b5.
page-077-R	13	Plat	unknown		Plat is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	ὡς λέγȣσί τινες (cf Plat Tim 59A, 79B) Φδ8. 215a15.
page-077-R	13	Tim	unknown		Tim is nowhere in the p.11/p.12 key · the only site in the corpus	ὡς λέγȣσί τινες (cf Plat Tim 59A, 79B) Φδ8. 215a15.
page-077-R	18	Simpl	unknown		Simpl is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	τȣ͂ πρώτȣ ἐξωθήσαντος Simpl ad Φθ10. 267a16 Schol 452
page-077-R	18	Schol	unknown		Schol is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	τȣ͂ πρώτȣ ἐξωθήσαντος Simpl ad Φθ10. 267a16 Schol 452
page-077-R	61	Antisthenes	unknown		Antisthenes is nowhere in the p.11/p.12 key · the only site in the corpus	Antisthenes resp τὴν ἡδονὴν κομιδῇ φαῦλον λέγȣσί τινες
page-078-L	1	Antisthenis	unknown		Antisthenis is nowhere in the p.11/p.12 key · the only site in the corpus	Ηκ1. 1172a29. — Antisthenis apophthegmata Πγ13. 1284
page-078-L	52	Schol	unknown		Schol is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	ὅρων’ (Schol 166b13), ubi subiectum in praedicati loco et
page-078-L	56	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	12, 13 al. cf μδ9. 386b24. ψβ11. 423a21 (Trdlbg p408).
page-078-R	16	Schol	unknown		Schol is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	(Schol 264a35-41). ἀντιστρέφειν de convertendis inter se
page-078-R	19	Theophrastus	unknown		Theophrastus is nowhere in the p.11/p.12 key · the only site in the corpus	ληψιν Theophrastus appellavit Αβ6. 58b8 Wz. 7. 59a30.
page-078-R	21	Schol	unknown		Schol is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	(Schol 166b13), i e transitive ‘affirmantem propositionem
page-079-R	47	Ideler	unknown		Ideler is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	ἡ γῆ μα8. 345a29 Ideler. ἀντιφράττειν τῷ πόματι πκα20.
page-079-R	52	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	Trdlbg. ἡ γῆ ἀντιφράττει Αγ31. 87b40. δ2. 90a18. ȣ̓δε-
page-079-R	57	Anti	unknown		Anti is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Ρβ23. 1399b25 (fr 2). μχ847a20 (fr 4). fortasse Anti-
page-079-R	58	Anti	unknown		Anti is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	phontis versus sunt Ρβ23.1397b18-20 (fr adesp 56). Anti-
